X,Y,OBJECTID,SignalID,Locaction_Name,Type_,Status,Turn_on_Date,Precinct,Latitude,Longitude,Billing_Addr,Shape
2998589.59256861,13850428.223854,566,TCS-0568,Mason Rd @ Park Row & Colonial Pkwy,Traffic Control Signal,Active,2020/04/07 00:00:00+00,4,29.793665,-95.751881,1475« Mason Road,
2998773.9606382,13845459.4027549,567,TCS-0569,Mason Rd @ Provincial Blvd,Traffic Control Signal,Active,1980/02/19 00:00:00+00,4,29.779992,-95.751735,394« S Mason Road,
2998983.49138711,13839825.2260312,568,TCS-0570,Mason Rd @ Rock Canyon Dr,Traffic Control Signal,Active,1993/03/09 00:00:00+00,4,29.764488,-95.751568,1060« Mason Road,
3051356.65009202,13912943.7372742,569,TCS-0575,Mills Rd @ Copeland Dr,Traffic Control Signal,Active,2000/04/04 00:00:00+00,3,29.961371,-95.579823,10680« Mills Road,
2996827.56623703,13858941.2416048,570,TCS-0576,Morton Ranch Rd @ Elrod Rd (North),Traffic Control Signal,Active,2018/07/12 00:00:00+00,4,29.817201,-95.75669,22117« Morton Ranch Road,
2995391.86339977,13858882.163639,571,TCS-0577,Morton Ranch Rd @ Elrod Rd (South),Traffic Control Signal,Active,2018/02/26 00:00:00+00,4,29.817148,-95.761221,22503« Morton Ranch Road,
2993415.50416353,13858815.4652816,572,TCS-0578,Morton Ranch Rd @ Morton Town Center,Traffic Control Signal,Active,2016/10/25 00:00:00+00,4,29.817115,-95.767457,22820« Morton Ranch Road,
2994066.70856978,13858840.3868197,573,TCS-0579,Morton Ranch Rd @ Williamette Dr,Traffic Control Signal,Active,2016/10/28 00:00:00+00,4,29.817134,-95.765402,22702« Morton Ranch Road,
3012244.33461602,13858541.5783622,574,TCS-0580,Morton Rd @ Deermoss Dr,Traffic Control Signal,Active,2007/07/12 00:00:00+00,4,29.814918,-95.708127,19402« Morton Road,
3017073.79772611,13858434.1294301,575,TCS-0581,Morton Rd @ Dulaney Rd,Traffic Control Signal,Active,2007/07/12 00:00:00+00,4,29.814248,-95.692913,18506« Morton Road,
3015271.0575652,13858755.6996531,576,TCS-0582,Morton Rd @ Eagle Ridge Way,Traffic Control Signal,Active,2007/07/12 00:00:00+00,4,29.815272,-95.698567,18825« Morton Road,
3013679.97905445,13858626.0447287,577,TCS-0583,Morton Rd @ Greenhouse Rd,Traffic Control Signal,Active,2004/03/23 00:00:00+00,4,29.815039,-95.703594,3201« Greenhouse Rd,
2981011.67201586,13858381.4841942,578,TCS-0584,Morton Rd @ Katy Fort Bend County Rd & Katy Hockley Cut-Off Rd,Traffic Control Signal,Active,2010/06/03 00:00:00+00,4,29.816859,-95.806596,24930« Morton Ranch Rd.,
3004053.88971086,13858410.1042157,579,TCS-0585,Morton Rd @ Raintree Village Dr,Traffic Control Signal,Active,2013/10/09 00:00:00+00,4,29.815188,-95.733957,20737« Morton Rd,
3144592.39603487,13890315.3340403,580,TCS-0586,Mount Houston Rd @ Suburban Dr,Traffic Control Signal,Active,2022/10/18 00:00:00+00,1,29.891358,-95.287798,6901« Mount Houston Road,
3004939.25375378,13930324.0073036,581,TCS-0587,Mueschke Rd @ Schiel Rd,Traffic Control Signal,Active,2016/02/18 00:00:00+00,3,30.012797,-95.724816,16350« Mueschke Rd,
3005192.99668461,13924555.3252714,582,TCS-0588,Mueschke Rd @ Tacoma Springs Dr & Towering Cypress Dr,Traffic Control Signal,Active,2017/04/19 00:00:00+00,3,29.996921,-95.724525,15300« Mueschke Road,
3172593.55722402,13852885.2980081,583,TCS-0589,Normandy St @ La Rochelle Dr,Traffic Control Signal,Active,1986/09/25 00:00:00+00,2,29.786009,-95.203311,701« Normandy Street,
3171785.14775161,13850511.2637142,584,TCS-0590,Normandy St @ Normandy Crossing Dr,Traffic Control Signal,Active,2004/01/14 00:00:00+00,2,29.779556,-95.206101,655« Normandy Drive,
3172725.45459802,13860206.5852028,585,TCS-0591,Normandy St @ Wallisville Rd,Traffic Control Signal,Active,1992/08/25 00:00:00+00,2,29.80612,-95.202146,14002« Wallisville Road,
3172882.86602861,13854813.8984816,586,TCS-0592,Normandy St @ Woodforest Blvd,Traffic Control Signal,Active,2023/04/18 00:00:00+00,2,29.791284,-95.202202,12502« Wood Forest Boulevard,
3044858.69064702,13892462.0833557,587,TCS-0593,North Eldridge Pkwy @ Castlebridge Dr,Traffic Control Signal,Active,2020/10/29 00:00:00+00,3,29.905594,-95.602214,9102« North Eldridge Parkway,
3043684.73597394,13886934.1856188,588,TCS-0594,North Eldridge Pkwy @ Chimney Sweep Dr,Traffic Control Signal,Active,2002/11/22 00:00:00+00,3,29.890493,-95.606424,7626« North Eldridge Parkway,
3040636.13905278,13926648.315508,589,TCS-0595,North Eldridge Pkwy @ Chriswood Dr,Traffic Control Signal,Active,2020/06/10 00:00:00+00,3,29.999898,-95.612411,15711« North Eldridge Parkway,
3044341.52009344,13896015.2606325,590,TCS-0596,North Eldridge Pkwy @ Crossroads Park Dr,Traffic Control Signal,Active,2009/10/28 00:00:00+00,3,29.915402,-95.60352,9750« N Eldridge Pkwy,
3043602.04913144,13885741.7874131,591,TCS-0597,North Eldridge Pkwy @ CFISD Eldridge Transportation Center,Traffic Control Signal,Active,2006/11/06 00:00:00+00,3,29.887222,-95.606794,7501« N Eldridge Pkwy,
3043571.46946819,13909414.1419712,592,TCS-0598,North Eldridge Pkwy @ Cypress North Houston Rd,Traffic Control Signal,Active,1992/04/24 00:00:00+00,3,29.952293,-95.604722,12201« Cypress North Houston Road,
3043259.24633937,13880106.3797207,593,TCS-0599,North Eldridge Pkwy @ Emmett Rd,Traffic Control Signal,Active,2006/12/06 00:00:00+00,4,29.871759,-95.608391,13130« Emmett Rd,
3043217.18868069,13902289.2057618,594,TCS-0600,North Eldridge Pkwy @ Fallbrook Dr,Traffic Control Signal,Active,2000/06/06 00:00:00+00,3,29.932737,-95.606493,10902« North Eldridge Parkway,
3044437.63571486,13893623.1204037,595,TCS-0601,North Eldridge Pkwy @ Fetlock Dr,Traffic Control Signal,Design,,3,29.908819,-95.603436,9506« North Eldridge Parkway,
3043296.88438745,13885202.1447916,596,TCS-0602,North Eldridge Pkwy @ Firebrick Dr,Traffic Control Signal,Active,2020/06/11 00:00:00+00,3,29.885763,-95.607806,7403« North Eldridge Parkway,
3042790.92181669,13903667.6738054,597,TCS-0603,North Eldridge Pkwy @ Foxburo Dr,Traffic Control Signal,Active,2000/06/06 00:00:00+00,3,29.93656,-95.607712,11202« North Eldridge Parkway,
3041175.94112277,13920960.070979,598,TCS-0604,North Eldridge Pkwy @ Grant Rd,Traffic Control Signal,Active,2019/01/03 00:00:00+00,3,29.98422,-95.611227,12341« Grant Road,
3041963.73974402,13929143.2941139,599,TCS-0605,North Eldridge Pkwy @ Guernsey Dr,Traffic Control Signal,Active,2020/06/09 00:00:00+00,3,30.00665,-95.60799,16204« North Eldridge Parkway,
3040170.74497044,13925441.8835377,600,TCS-0606,North Eldridge Pkwy @ Louetta Rd,Traffic Control Signal,Active,1998/03/23 00:00:00+00,3,29.996619,-95.613991,12610« Louetta Road,
3040968.06063303,13923641.541994,601,TCS-0607,North Eldridge Pkwy @ Malcomson Rd,Traffic Control Signal,Active,2014/06/12 00:00:00+00,3,29.991607,-95.611638,12703« Malcomson Road,
3042657.92077036,13907115.9959769,602,TCS-0608,North Eldridge Pkwy @ Mile Dr,Traffic Control Signal,Active,2000/09/14 00:00:00+00,3,29.946049,-95.607816,11202« North Eldridge Pkwy,
3041414.37306061,13927482.9096394,603,TCS-0609,North Eldridge Pkwy @ New Hampton Dr & Lakewood Villa Dr,Traffic Control Signal,Active,2020/06/09 00:00:00+00,3,30.00213,-95.609877,15903« North Eldridge Parkway,
3041114.50850286,13921582.5949964,604,TCS-0610,North Eldridge Pkwy @ Normont Dr,Traffic Control Signal,Active,2020/06/11 00:00:00+00,3,29.985936,-95.611364,14601« North Eldridge Parkway,
3040610.43437977,13938625.1826303,605,TCS-0611,North Eldridge Pkwy @ Northpointe Blvd,Traffic Control Signal,Active,2014/08/22 00:00:00+00,3,30.03282,-95.611396,18755« N Eldridge Pkwy,
3041139.83423962,13858611.8912137,606,TCS-0612,North Eldridge Pkwy @ Patterson Rd,Traffic Control Signal,Active,2014/11/13 00:00:00+00,4,29.812844,-95.617037,2994« N Eldridge Pkwy,
3041187.83808061,13922538.2774683,607,TCS-0613,North Eldridge Pkwy @ Quail Creek Dr,Traffic Control Signal,Active,2020/06/10 00:00:00+00,3,29.988557,-95.611045,12223« Quail Creek Drive,
3041866.5594922,13931347.0272392,608,TCS-0614,North Eldridge Pkwy @ Spring Cypress Rd,Traffic Control Signal,Active,1999/08/23 00:00:00+00,3,30.012715,-95.608095,12003« Spring Cypress Road,
3044169.85639478,13872471.1889544,609,TCS-0615,North Eldridge Pkwy @ Tanner Rd,Traffic Control Signal,Active,1986/04/24 00:00:00+00,4,29.850699,-95.606218,5725« Eldridge Parkway,
3043677.66446577,13888706.7926379,610,TCS-0616,North Eldridge Pkwy @ Taylor Rd,Traffic Control Signal,Active,2002/11/22 00:00:00+00,3,29.895366,-95.606284,8160« Eldridge Parkway,
3043688.24023202,13875451.2748577,611,TCS-0617,North Eldridge Pkwy @ Toshiba Plant Entrance & Exit,Traffic Control Signal,Active,1992/02/18 00:00:00+00,4,29.858929,-95.607464,5855« N Eldridge Pkwy,
3044376.40552236,13871091.4781311,612,TCS-0618,North Eldridge Pkwy @ Twin Lakes Dr,Traffic Control Signal,Active,1998/11/24 00:00:00+00,4,29.84689,-95.605693,5503« N Eldridge Pkwy,
3043086.95961045,13861298.1489645,613,TCS-0619,North Eldridge Pkwy @ War Memorial Dr,Traffic Control Signal,Active,2013/02/26 00:00:00+00,4,29.820073,-95.610654,3505« N Eldridge Pkwy,
3043465.43129444,13876966.5825226,614,TCS-0620,North Eldridge Pkwy @ West Little York Rd,Traffic Control Signal,Active,1982/06/15 00:00:00+00,4,29.863112,-95.608028,6255 N Eldridge Pkwy,
3043698.74972545,13889454.6572839,615,TCS-0621,North Eldridge Pkwy @ West Rd,Traffic Control Signal,Active,1992/06/18 00:00:00+00,3,29.89742,-95.606149,13350« West Road,
3078450.0020732,13897309.9772032,616,TCS-0622,North Houston Rosslyn Rd @ Smiling Wood Ln,Traffic Control Signal,Active,1995/05/09 00:00:00+00,1,29.916194,-95.495779,12694« North Houston Rosslyn Road,
3210496.92761137,13815487.0876997,617,TCS-0623,Underwood Rd @ North L St & East Pasadena Blvd,Traffic Control Signal,Active,1979/05/11 00:00:00+00,2,29.679784,-95.087827,1834« Underwood Rd,
3168792.17539111,13893045.1054836,618,TCS-0624,North Lake Houston Pkwy @ Lockwood Rd,Traffic Control Signal,Active,2016/02/12 00:00:00+00,1,29.896727,-95.211188,11901« North Lake Houston Parkway,
3077629.1572582,13901658.0944912,619,TCS-0626,Old Bammel North Houston Rd @ Seton Lake Dr,Traffic Control Signal,Active,1986/09/18 00:00:00+00,1,29.928213,-95.497958,10399« Bammel North Houston Road,
3142134.30055736,13904542.6166093,620,TCS-0627,Old Humble Rd @ Aldine Bender Rd,Traffic Control Signal,Active,2002/09/26 00:00:00+00,2,29.930676,-95.294129,14502« Old Humble Road,
3150607.60250837,13914037.3702575,621,TCS-0628,Old Humble Rd @ Atascocita Rd & Mesa Rd,Traffic Control Signal,Active,1984/04/24 00:00:00+00,3,29.956031,-95.266435,16910 Old Humble Road,
3148231.73390053,13911421.2301486,622,TCS-0629,Old Humble Rd @ Bender Rd,Traffic Control Signal,Active,1997/01/15 00:00:00+00,1,29.949049,-95.274197,15728 Old Humble Road,
3141501.7358776,13903782.8907665,623,TCS-0630,Old Humble Rd @ Eastex Freeway VFD Station 1,Traffic Control Signal,Active,1982/02/06 00:00:00+00,2,29.928643,-95.296201,14322 Old Humble Rd,
3141198.71187736,13903444.3838976,624,TCS-0631,Old Humble Rd @ Eastex Park-Ride Lot,Traffic Control Signal,Active,2000/01/18 00:00:00+00,2,29.927739,-95.297191,14221« Old Humble Rd,
3139626.21895936,13901649.2943119,625,TCS-0632,Old Humble Rd @ Homestead Rd,Traffic Control Signal,Active,1982/06/01 00:00:00+00,2,29.922942,-95.302332,14070« Homestead Rd,
3010214.37214053,13849631.4488728,626,TCS-0633,Park Row @ Foxlake Dr,Traffic Control Signal,Active,2006/01/25 00:00:00+00,4,29.790582,-95.715315,1603« Foxlake Dr,
3007087.26651812,13849417.1340127,627,TCS-0634,Park Row @ Price Plaza Dr,Traffic Control Signal,Active,2006/01/04 00:00:00+00,4,29.790234,-95.725189,20017« Park Row,
3005273.83773027,13849133.5666664,628,TCS-0635,Park Row @ Westborough Dr,Traffic Control Signal,Active,2001/08/21 00:00:00+00,4,29.789594,-95.730929,1730« Westborough Drive,
3003936.90995795,13849227.8991549,629,TCS-0636,Park Row @ Westgreen Blvd,Traffic Control Signal,Active,2002/04/01 00:00:00+00,4,29.789956,-95.735134,1550« North Westgreen Boulevard,
3056493.3471677,13909237.558991,630,TCS-0637,Perry Rd @ Cypress North Houston Rd,Traffic Control Signal,Active,2010/10/07 00:00:00+00,3,29.95077,-95.563952,12320« Perry Rd,
3056403.16460527,13912069.0224882,631,TCS-0638,Perry Rd @ Mills Rd,Traffic Control Signal,Active,2010/10/07 00:00:00+00,3,29.95856,-95.563974,12802« Perry Rd,
3024564.34475286,13864795.8922971,632,TCS-0639,Queenston Blvd @ Clay Rd,Traffic Control Signal,Active,2010/02/08 00:00:00+00,3,29.831151,-95.66873,17602« Clay Rd,
3024565.73287344,13868487.3199536,633,TCS-0640,Queenston Blvd @ Conifer Point Ln,Traffic Control Signal,Active,2009/12/23 00:00:00+00,4,29.841298,-95.668394,4701« Queenston Blvd,
3023881.64500278,13875858.2802773,634,TCS-0641,Queenston Blvd @ Coventry Park Dr,Traffic Control Signal,Active,2017/07/20 00:00:00+00,4,29.861613,-95.669889,6009« Queenston Boulevard,
3023636.03919478,13905005.7347775,635,TCS-0642,Queenston Blvd @ Cypress North Houston Rd,Traffic Control Signal,Active,2009/12/04 00:00:00+00,3,29.941752,-95.668044,16550« Cypress North Houston Rd,
3024054.42549711,13886275.3936294,636,TCS-0643,Queenston Blvd @ Forest Heights Dr,Traffic Control Signal,Active,2010/05/20 00:00:00+00,4,29.890234,-95.668408,7546« Queenston Boulevard,
3024645.87378928,13870404.9683493,637,TCS-0644,Queenston Blvd @ French Rd,Traffic Control Signal,Active,2019/10/22 00:00:00+00,4,29.846563,-95.667969,17601« French Rd,
3024030.36649011,13901431.69665,638,TCS-0645,Queenston Blvd @ Houston National Blvd,Traffic Control Signal,Active,2009/12/04 00:00:00+00,3,29.931897,-95.667121,10955« Queenston Blvd,
3024012.85996345,13887255.7345164,639,TCS-0646,Queenston Blvd @ Royal Gardens Dr,Traffic Control Signal,Active,2010/05/20 00:00:00+00,3,29.892932,-95.668451,7742« Queenston Boulevard,
3023804.11694261,13896249.8100322,640,TCS-0647,Queenston Blvd @ Tuckerton Rd,Traffic Control Signal,Active,2010/01/20 00:00:00+00,3,29.917671,-95.668301,9808« Queenston Blvd,
3108453.90367945,13916315.3197699,641,TCS-0648,Rankin Rd @ Chisholm Trail,Traffic Control Signal,Active,1998/03/12 00:00:00+00,1,29.965926,-95.399266,802 Rankin Road,
3213883.73186135,13790254.7989255,642,TCS-0649,Red Bluff Rd @ Kipper Mease Sports Center Entrance,Traffic Control Signal,Active,1998/08/31 00:00:00+00,2,29.61012,-95.07983,10615 Red Bluff Road,
3211192.2306827,13792448.3745909,643,TCS-0650,Red Bluff Rd @ Underwood Rd,Traffic Control Signal,Active,2003/06/10 00:00:00+00,2,29.616397,-95.088065,9801« Red Bluff Road,
3039033.61765152,13828233.2780865,644,TCS-0651,Richmond Ave @ West Hampton Dr,Traffic Control Signal,Active,2001/08/06 00:00:00+00,4,29.729505,-95.626439,13511« Richmond Avenue,
3038104.91051945,13828244.3262928,645,TCS-0652,Richmond Ave @ Windchase Blvd,Traffic Control Signal,Active,2001/08/06 00:00:00+00,4,29.729609,-95.629363,13590« Richmond Avenue,
3177625.77452178,13873757.0695847,646,TCS-0653,Sam Houston Tollway East @ US BUS 90A,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.842925,-95.185309,13806« Beaumont Highway,
3171478.28812911,13890976.1276662,647,TCS-0654A,Sam Houston Tollway East @ C E King Pkwy & South Lake Houston Pkwy EB,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.890801,-95.202927,11850« C E King Parkway,
3171440.43157753,13891282.7080898,648,TCS-0654B,Sam Houston Tollway East @ C E King Pkwy & South Lake Houston Pkwy WB,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.891647,-95.203015,TxDOT,
3173141.41275561,13888297.3676038,649,TCS-0655,Sam Houston Tollway East @ Garrett Rd,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.88329,-95.197956,11550« Garrett Road,
3163813.59348477,13906510.7058489,650,TCS-0656,Sam Houston Tollway East @ John Ralston Rd,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.934179,-95.225521,10805« North Sam Houston Parkway East,
3168225.76477852,13906689.4374468,651,TCS-0657,Sam Houston Tollway East @ Lockwood Rd & Woodland Hills Dr,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.934278,-95.21158,11860« North Sam Houston Parkway East,
3150165.53088595,13907657.4814425,652,TCS-0658,Sam Houston Tollway East @ Mesa Dr,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.938535,-95.268473,7951« North Sam Houston Parkway East,
3171375.4280986,13892757.0670177,653,TCS-0659A,Sam Houston Tollway East @ North Lake Houston Pkwy EB,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.895705,-95.203069,TxDOT,
3171365.4501002,13893025.2580823,654,TCS-0659B,Sam Houston Tollway East @ North Lake Houston Pkwy WB,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.896443,-95.203073,TxDOT,
3145431.15912111,13908249.2706133,655,TCS-0660,Sam Houston Tollway East @ Old Humble Rd,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.940576,-95.283354,7011 Sam Houston Tollway East,
3176951.16169778,13877509.5204131,656,TCS-0661,Sam Houston Tollway East @ Tidwell Rd,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.853299,-95.18705,8870« East Sam Houston Parkway North,
3172027.02981378,13903287.1401176,657,TCS-0662,Sam Houston Tollway East @ West Lake Houston Pkwy,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.924588,-95.199934,TxDOT 14110« East Sam Houston Parkway North,
3156208.37575561,13906438.7765308,658,TCS-0663,Sam Houston Tollway East @ Wilson Rd,Traffic Control Signal,Active,2009/02/24 00:00:00+00,,29.934654,-95.249527,9251« North Sam Houston Parkway East,
3061179.46443586,13824793.168825,659,TCS-0664A,Sam Houston Tollway West NB @ Westpark Tollway,Traffic Control Signal,Active,,,29.718274,-95.55701,4055« Sam Houston Tollway West,
3060868.04609545,13824768.3565387,660,TCS-0664B,Sam Houston Tollway West SB @ Westpark Tollway,Traffic Control Signal,Active,,,29.718231,-95.557993,,
3013703.71489936,13853282.714208,661,TCS-0667,Saums Rd @ Greenhouse Rd,Traffic Control Signal,Active,1997/03/02 00:00:00+00,4,29.800349,-95.703994,2605 Saums Road,
3007378.28266837,13853299.9261159,662,TCS-0668,Saums Rd @ Sitting Bull Dr,Traffic Control Signal,Active,2001/08/30 00:00:00+00,4,29.800885,-95.723929,20005« Saums Road,
3010604.04426144,13853187.0966171,663,TCS-0669,Saums Rd @ Strait Ln,Traffic Control Signal,Active,2017/05/24 00:00:00+00,4,29.800326,-95.713772,19545« Saums Road,
3011323.53626078,13853213.1464338,664,TCS-0670,Saums Rd @ Westlake Way,Traffic Control Signal,Active,1999/10/11 00:00:00+00,4,29.800342,-95.711502,19359« Saums Rd,
3171795.25731145,13779676.3906204,665,TCS-0671,Scarsdale Blvd @ Beamer Rd,Traffic Control Signal,Active,1982/08/12 00:00:00+00,2,29.584857,-95.213298,12603 Beamer Road,
3167901.80479653,13775430.3584301,666,TCS-0672,Scarsdale Blvd @ Blackhawk Blvd,Traffic Control Signal,Active,2007/02/26 00:00:00+00,2,29.573532,-95.225973,9903« Scarsdale Boulevard,
3174507.14952545,13782622.7915518,667,TCS-0673,Scarsdale Blvd @ Sageglen Dr,Traffic Control Signal,Active,1982/07/29 00:00:00+00,2,29.592714,-95.204469,12380 Scarsdale Boulevard,
3223635.4361112,13814315.4716046,668,TCS-0674,Sens Rd @ North H St,Traffic Control Signal,Active,2017/04/17 00:00:00+00,2,29.675349,-95.046598,11822« North H St,
3223529.6056142,13816195.4678446,669,TCS-0675,Sens Rd @ North L St,Traffic Control Signal,Active,2017/04/17 00:00:00+00,2,29.680526,-95.046731,11900« North L St,
3223083.67015436,13824160.0513249,670,TCS-0676,Sens Rd @ Strang Rd,Traffic Control Signal,Active,1990/01/22 00:00:00+00,2,29.702458,-95.047287,12005« Strang Road,
3197591.39469545,13852541.9942328,671,TCS-0677,Sheldon Rd @ Avenue C,Traffic Control Signal,Active,1977/04/01 00:00:00+00,2,29.782811,-95.124582,600« Sheldon Road,
3197541.91447945,13859500.5846463,672,TCS-0678,Sheldon Rd @ Bear Bayou Dr & Ashland Blvd,Traffic Control Signal,Active,1982/05/25 00:00:00+00,2,29.801941,-95.124011,1240 Ashland St,
3197508.81612045,13856373.3819112,673,TCS-0679,Sheldon Rd @ Crockett Rd,Traffic Control Signal,Active,1981/02/17 00:00:00+00,2,29.793349,-95.124442,976« Sheldon Road,
3198215.26451069,13840426.2061284,674,TCS-0680,Sheldon Rd @ Jacintoport Blvd,Traffic Control Signal,Active,2000/08/08 00:00:00+00,2,29.749454,-95.123882,15761« Jacinto Port Boulevard,
3197807.96545653,13848603.7258626,675,TCS-0681,Sheldon Rd @ Market St Rd,Traffic Control Signal,Active,1978/04/28 00:00:00+00,2,29.771967,-95.124311,100 Sheldon Road,
3195996.92544344,13871770.8681765,676,TCS-0682,Sheldon Rd @ Miller Rd 1,Traffic Control Signal,Active,1983/10/02 00:00:00+00,1,29.835806,-95.127599,8255 Sheldon Road,
3196566.17857003,13864891.6480111,677,TCS-0683,Sheldon Rd @ Newton Rd,Traffic Control Signal,Active,1991/03/08 00:00:00+00,2,29.816847,-95.126523,2430« Sheldon Road,
3197524.86694136,13854242.5492306,678,TCS-0684,Sheldon Rd @ Ridlon Ave,Traffic Control Signal,Active,1977/04/01 00:00:00+00,2,29.787491,-95.124614,730« Sheldon Road,
3196315.45105311,13866215.727712,679,TCS-0685,Sheldon Rd @ Wallisville Rd,Traffic Control Signal,Active,1978/02/16 00:00:00+00,2,29.820509,-95.127175,16875 Wallisville Road,
3197237.61029802,13861223.4657149,680,TCS-0686,Sheldon Rd @ Wood Dr,Traffic Control Signal,Active,1984/08/02 00:00:00+00,2,29.806704,-95.12479,15805« Wood Drive,
3197511.10187703,13854763.1092131,681,TCS-0687,Sheldon Rd @ Woodforest Blvd,Traffic Control Signal,Active,1977/04/01 00:00:00+00,2,29.788923,-95.124603,815 Sheldon Road,
3212103.73181245,13901094.8262608,682,TCS-0688,South Diamondhead Blvd @ Port O'Call St,Traffic Control Signal,Active,2014/01/07 00:00:00+00,3,29.914923,-95.07372,16104« Port O Call,
3009178.4398292,13845286.4614998,683,TCS-0689,South Fry Blvd @ Britannia Dr,Traffic Control Signal,Active,1996/08/01 00:00:00+00,4,29.778718,-95.718964,555« South Fry Boulevard,
3008369.19932169,13836105.9910156,684,TCS-0690,South Fry Blvd @ Highland Knolls Dr,Traffic Control Signal,Active,1999/10/25 00:00:00+00,4,29.753544,-95.722325,1995« S. Fry Blvd,
3009219.8587096,13844002.7517969,685,TCS-0691,South Fry Blvd @ Kingsland Blvd,Traffic Control Signal,Active,1988/02/12 00:00:00+00,4,29.775186,-95.718947,801« S. Fry Blvd,
3010283.59247452,13840061.2337613,686,TCS-0692,South Fry Blvd @ Shillington Dr. & Greenwood Chase Dr.,Traffic Control Signal,Active,1998/02/12 00:00:00+00,4,29.764269,-95.715944,1602« S. Fry Blvd,
3009037.82396869,13837187.6998102,687,TCS-0693,South Fry Blvd @ Stonelodge Dr,Traffic Control Signal,Active,1999/05/04 00:00:00+00,4,29.756466,-95.720123,1825« S. Fry Blvd,
3006218.92934403,13833372.7435293,688,TCS-0694,South Fry Blvd @ Westgreen Blvd & Domineco Ln,Traffic Control Signal,Active,2002/02/11 00:00:00+00,4,29.746196,-95.72934,2445« South Fry Blvd,
3005251.93554311,13830500.6170558,689,TCS-0695,South Fry Blvd @ Westheimer Pkwy,Traffic Control Signal,Active,1999/05/04 00:00:00+00,4,29.738375,-95.732639,20604« Westheimer Pkwy,
3009123.3592307,13846480.2990071,690,TCS-0696,South Fry Blvd @ Yorkway Dr,Traffic Control Signal,Active,1995/12/09 00:00:00+00,4,29.782004,-95.719032,250« S. Fry Blvd,
3010316.51727745,13839759.1303629,691,TCS-0697,South Fry Rd @ Greenwind Chase Dr,Traffic Control Signal,Active,2016/04/07 00:00:00+00,4,29.763436,-95.715867,N/A,
3162247.19569895,13810431.9737942,692,TCS-0698,South Richey St @ Forest Oaks Blvd,Traffic Control Signal,Active,1977/01/10 00:00:00+00,2,29.670241,-95.240214,3500 S Richey St,
3214993.77721344,13772195.4357661,693,TCS-0699,Space Center Blvd @ East Linkage Rd,Traffic Control Signal,Active,1991/07/03 00:00:00+00,2,29.56038,-95.078244,19120 Space Center Blvd,
3209681.15332428,13777510.9277598,694,TCS-0700,Space Center Blvd @ Middlebrook Dr,Traffic Control Signal,Active,1991/07/03 00:00:00+00,2,29.575479,-95.094388,17303« Space Center Blvd,
3206833.60816637,13775685.5783921,695,TCS-0701,Space Center Blvd @ West Linkage Rd,Traffic Control Signal,Active,1991/07/03 00:00:00+00,2,29.570723,-95.103533,16920 Space Center Blvd,
3085232.9015651,13914892.1690729,696,TCS-0702,Spears Rd @ Antoine Dr,Traffic Control Signal,Active,2012/09/26 00:00:00+00,1,29.96396,-95.472704,3011« Spears Rd,
3096630.54642069,13915741.6890274,697,TCS-0703,Spears Rd @ Spears Gears Rd,Traffic Control Signal,Active,2001/08/26 00:00:00+00,1,29.965345,-95.436644,1203« Spears Road,
3170149.71303035,13808653.5839783,698,TCS-0704,Spencer Hwy @ Allen Genoa Rd,Traffic Control Signal,Active,1980/08/28 00:00:00+00,2,29.664652,-95.215523,1202« Spencer Highway,
3223834.70506962,13810565.2550237,699,TCS-0705,Spencer Hwy @ Bay Area Blvd & Sens Rd,Traffic Control Signal,Active,2006/03/29 00:00:00+00,2,29.665023,-95.04637,11902 Spencer,
3201511.73527995,13809371.7160722,700,TCS-0706,Spencer Hwy @ Cunningham Dr,Traffic Control Signal,Active,2018/09/19 00:00:00+00,2,29.663799,-95.116748,8100 Spencer Highway,
3219728.6857226,13810338.5743747,701,TCS-0707,Spencer Hwy @ Driftwood Dr,Traffic Control Signal,Active,1999/09/02 00:00:00+00,2,29.664781,-95.059316,11045 Spencer Highway,
3207409.3009126,13809685.2331617,702,TCS-0708,Spencer Hwy @ East Blvd & Canada Rd,Traffic Control Signal,Active,1999/02/04 00:00:00+00,2,29.664121,-95.098155,8975« Spencer Highway,
3168134.01660244,13808553.4627874,703,TCS-0709,Spencer Hwy @ Eighth St,Traffic Control Signal,Active,1976/12/16 00:00:00+00,2,29.664556,-95.221877,810« Spencer Highway,
3216125.74246919,13810147.0823036,704,TCS-0710,Spencer Hwy @ Farrington Blvd,Traffic Control Signal,Active,1984/12/27 00:00:00+00,2,29.664588,-95.070675,10400 Spencer Highway,
3202766.38040845,13809443.6096292,705,TCS-0711,Spencer Hwy @ Luella Ave & Abshier Dr,Traffic Control Signal,Active,1976/08/12 00:00:00+00,2,29.663882,-95.112792,8203 Spencer Highway,
