X,Y,OBJECTID,SignalID,Locaction_Name,Type_,Status,Turn_on_Date,Precinct,Latitude,Longitude,Billing_Addr,Shape
3108756.17243186,13893275.0804173,1,TCS-0001,Airline Dr @ Aldine Mail Route Rd,Traffic Control Signal,Active,2017/05/17 00:00:00+00,2,29.902573,-95.400551,10032« Airline Drive,
3113510.39586303,13883591.9800329,2,TCS-0002,Airline Dr @ Canino Rd,Traffic Control Signal,Active,1976/12/09 00:00:00+00,2,29.875555,-95.386497,7841« Airline Drive,
3110700.9848152,13888574.0166568,3,TCS-0003,Airline Dr @ Gulf Bank Rd,Traffic Control Signal,Active,1976/12/02 00:00:00+00,2,29.889487,-95.394873,8925 Airline Drive,
3109641.14310285,13890735.5638428,4,TCS-0004,Airline Dr @ Hill Rd,Traffic Control Signal,Active,1979/07/27 00:00:00+00,2,29.895518,-95.398006,9504« Airline Drive,
3111970.29395635,13886306.5444857,5,TCS-0005,Airline Dr @ Mitchell Rd,Traffic Control Signal,Active,1982/10/27 00:00:00+00,2,29.883147,-95.39109,8435 Airline Drive,
3111207.88734469,13887649.8977701,6,TCS-0006,Airline Dr @ North Pedestrian Crossing,Traffic Control Signal,Active,2006/04/06 00:00:00+00,2,29.886904,-95.393364,8803« Airline Drive,
3111345.74402437,13887394.7453933,7,TCS-0007,Airline Dr @ South Pedestrian Crossing,Traffic Control Signal,Active,2015/07/03 00:00:00+00,2,29.886191,-95.392954,8707« Airline Drive,
3109471.63852061,13891205.8585059,8,TCS-0008,Airline Dr @ West Mount Houston Rd,Traffic Control Signal,Active,1978/10/10 00:00:00+00,2,29.896825,-95.398495,9601« Airline Drive,
3120489.73623502,13893554.1395705,9,TCS-0009,Aldine Mail Route Rd @ Chrisman Rd,Traffic Control Signal,Active,1977/09/07 00:00:00+00,2,29.902342,-95.363508,1431 Aldine Mail Route Road,
3126637.10550195,13893768.7802173,10,TCS-0010,Aldine Mail Route Rd @ Deergrove St,Traffic Control Signal,Active,2019/02/28 00:00:00+00,2,29.902405,-95.344094,2626« Aldine Mail Route Road,
3129081.18001011,13893878.0326235,11,TCS-0011,Aldine Mail Route Rd @ Fern Meadow Ln,Traffic Control Signal,Active,1976/11/30 00:00:00+00,2,29.902495,-95.336373,3700 Aldine Mail Route Road,
3130711.32537186,13893943.3408919,12,TCS-0012,Aldine Mail Route Rd @ Gloger St,Traffic Control Signal,Active,1976/12/07 00:00:00+00,2,29.902534,-95.331224,4235 Aldine Mail Route Road,
3117431.70298102,13893402.02767,13,TCS-0013,Aldine Mail Route Rd @ Hardy Tollroad,Traffic Control Signal,Active,2013/08/23 00:00:00+00,2,29.902185,-95.37317,1030« Aldine Mail Route Road,
3114424.57841787,13893294.6751944,14,TCS-0014,Aldine Mail Route Rd @ Henry Rd,Traffic Control Signal,Active,2018/03/09 00:00:00+00,2,29.902146,-95.382667,759« Aldine Mail Route Road,
3130281.35543127,13893917.1165349,15,TCS-0015,Aldine Mail Route Rd @ John F Kennedy Blvd,Traffic Control Signal,Active,1977/11/09 00:00:00+00,2,29.902499,-95.332583,4104 Aldine Mail Route Road,
3111793.44129169,13893196.2610212,16,TCS-0016,Aldine Mail Route Rd @ Lilja Rd,Traffic Control Signal,Active,2016/10/26 00:00:00+00,2,29.902099,-95.390977,603« Aldine Mail Route Road,
3134646.06389344,13894188.1799691,17,TCS-0017,Aldine Mail Route Rd @ MacNaughton Dr,Traffic Control Signal,Active,1976/12/07 00:00:00+00,2,29.902867,-95.318787,4900 Aldine Mail Route Road,
3125336.73769586,13893750.6975764,18,TCS-0018,Aldine Mail Route Rd @ Russ Dr,Traffic Control Signal,Active,1976/12/06 00:00:00+00,2,29.902467,-95.348198,2402« Aldine Mail Route Road,
3113108.03052603,13893236.1369257,19,TCS-0019,Aldine Mail Route Rd @ Sellers Rd,Traffic Control Signal,Active,2018/10/11 00:00:00+00,2,29.902097,-95.386826,690« Aldine Mail Route Road,
3133159.11083061,13894105.7345959,20,TCS-0020,Aldine Mail Route Rd @ Vickery Rd,Traffic Control Signal,Active,1976/12/07 00:00:00+00,2,29.902769,-95.323486,4635 Aldine Mail Route Road,
3113601.43308252,13937438.4727334,21,TCS-0021,Aldine Westfield Rd @ Aldine ISD Transportation Center,Traffic Control Signal,Active,2017/08/16 00:00:00+00,3,30.023546,-95.380953,21240« Aldine Westfield Road,
3104383.71201669,13954318.8412036,22,TCS-0022,Aldine Westfield Rd @ Bellchase Dr,Traffic Control Signal,Active,1985/06/03 00:00:00+00,3,30.070722,-95.408429,25502« Aldine Westfield Road,
3105491.36367278,13952681.3848329,23,TCS-0023,Aldine Westfield Rd @ Cypresswood Dr,Traffic Control Signal,Active,1987/06/08 00:00:00+00,3,30.066128,-95.405088,24301« Aldine Westfield Road,
3103461.70861135,13955643.3011531,24,TCS-0024,Aldine Westfield Rd @ East Louetta Road,Traffic Control Signal,Active,2022/02/15 00:00:00+00,3,30.07444,-95.411214,25718« Aldine Westfield Road,
3116551.78413719,13930423.3965405,25,TCS-0025,Aldine Westfield Rd @ East Richey Rd & Inez Rd,Traffic Control Signal,Active,1986/12/30 00:00:00+00,1,30.004014,-95.372322,19810 Aldine Westfield Road,
3117193.62110811,13928568.8215095,26,TCS-0026,Aldine Westfield Rd @ Farrell Rd,Traffic Control Signal,Active,1986/12/18 00:00:00+00,1,29.998862,-95.370477,19310 Aldine Westfield Road,
3121509.0006007,13911349.8677585,27,TCS-0027,Aldine Westfield Rd @ Greens Rd,Traffic Control Signal,Active,1988/06/14 00:00:00+00,1,29.951167,-95.358544,2141 Greens Road,
3112690.34796244,13944219.9358765,28,TCS-0028,Aldine Westfield Rd @ Hirschfield Rd,Traffic Control Signal,Active,2022/02/08 00:00:00+00,3,30.042262,-95.383168,22603 Aldine Westfield Road,
3103092.17194887,13956146.071473,29,TCS-0029,Aldine Westfield Rd @ Lexington Woods Dr,Traffic Control Signal,Active,2013/05/02 00:00:00+00,3,30.075853,-95.412333,25818« Aldine Westfield Rd,
3113184.93489978,13942282.4974942,30,TCS-0030,Aldine Westfield Rd @ Mercer Park Entrance,Traffic Control Signal,Active,1986/05/14 00:00:00+00,1,30.036895,-95.381795,22251« Aldine Westfield Road,
3109634.72612095,13949049.7795633,31,TCS-0031,Aldine Westfield Rd @ North Spring Dr,Traffic Control Signal,Active,1996/04/11 00:00:00+00,3,30.055796,-95.39235,23800« Aldine Westfield Road,
3109891.4824972,13948863.0469971,32,TCS-0032,Aldine Westfield Rd @ Old Aldine Westfield Rd & Otto Rd,Traffic Control Signal,Active,1998/12/01 00:00:00+00,3,30.055261,-95.391557,23625« Aldine Westfield Road,
3107851.09976694,13949997.9003704,33,TCS-0033,Aldine Westfield Rd @ Old Cypresswood Dr,Traffic Control Signal,Active,1991/09/27 00:00:00+00,3,30.058553,-95.397893,27302« Cypresswood Drive,
3119660.71459912,13916520.2714597,34,TCS-0034,Aldine Westfield Rd @ Rankin Rd,Traffic Control Signal,Active,1982/09/23 00:00:00+00,1,29.965536,-95.36387,16898 Aldine Westfield Road,
3101447.53252161,13959566.3533463,35,TCS-0035,Aldine Westfield Rd @ Riley Fuzzel Rd,Traffic Control Signal,Active,2021/04/06 00:00:00+00,3,30.085392,-95.417199,203« Riley Fuzzel Road,
3102219.06706777,13957416.3947198,36,TCS-0036,Aldine Westfield Rd @ Spring School Rd,Traffic Control Signal,Active,2016/12/05 00:00:00+00,3,30.079418,-95.414969,26301« Aldine Westfield Road,
3110823.69355927,13947569.2592303,37,TCS-0037,Aldine Westfield Rd @ Trailing Vine Rd,Traffic Control Signal,Active,1986/02/13 00:00:00+00,3,30.051626,-95.388738,23400« Aldine Westfield Road,
3113484.18725403,13938720.2920202,38,TCS-0038,Aldine Westfield Rd @ Treaschwig Rd,Traffic Control Signal,Active,1977/04/18 00:00:00+00,3,30.027079,-95.381198,21424« Aldine Westfield Road,
3116127.01267703,13931754.2390232,39,TCS-0039,Aldine Westfield Rd @ Turkey Dr,Traffic Control Signal,Active,2003/05/05 00:00:00+00,1,30.007708,-95.373533,20111 Aldine Westfield Road,
3115579.0459252,13933004.8615219,40,TCS-0040,Aldine Westfield Rd @ W W Thorne Dr,Traffic Control Signal,Active,1983/05/13 00:00:00+00,1,30.011192,-95.375141,20510« Aldine Westfield Road,
3111617.95148519,13946111.867132,41,TCS-0041,Aldine Westfield Rd @ Wood River Dr,Traffic Control Signal,Active,1986/02/12 00:00:00+00,3,30.047553,-95.386371,23100« Aldine Westfield Road,
3114892.86160202,13934231.19798,42,TCS-0042,Aldine Westfield Rd @ Woodcreek Ln,Traffic Control Signal,Active,2003/05/05 00:00:00+00,1,30.014621,-95.377188,20705 Aldine Westfield Road,
3028482.25588028,13820643.8241054,43,TCS-0043,Alief Clodine Rd @ Addicks Clodine Rd,Traffic Control Signal,Active,1986/11/03 00:00:00+00,4,29.709475,-95.660354,15600« Alief Clodine Road,
3036660.54628219,13821638.2669984,44,TCS-0044,Alief Clodine Rd @ Howell Sugarland Rd,Traffic Control Signal,Active,2002/04/23 00:00:00+00,4,29.711564,-95.634511,6201« Howell Sugarland Rd,
3038754.6385507,13821888.4984533,45,TCS-0045,Alief Clodine Rd @ Metro Blvd,Traffic Control Signal,Active,1992/01/28 00:00:00+00,4,29.712086,-95.627894,13800« Alief Clodine Road,
3025311.47416411,13820383.5063845,46,TCS-0046,Alief Clodine Rd @ Westheimer Place & Westpark Dr & Westpark Tollway & Rancho Blanco,Traffic Control Signal,Active,2006/01/31 00:00:00+00,4,29.709008,-95.670362,16102« Alief Clodine Road,
3030210.74914244,13820855.4821466,47,TCS-0047,Alief Clodine Rd @ Winkelman Rd,Traffic Control Signal,Active,2000/05/31 00:00:00+00,4,29.709921,-95.654892,15353« Alief Clodine Road,
3169641.0736277,13809329.1016561,48,TCS-0048,Allen Genoa Rd @ Avenue A,Traffic Control Signal,Active,1976/12/16 00:00:00+00,2,29.666554,-95.217055,4930« Allen Genoa Road?,
3177718.56797136,13795025.9225854,49,TCS-0049,Allen Genoa Rd @ Genoa Red Bluff Rd,Traffic Control Signal,Active,2010/03/23 00:00:00+00,2,29.626519,-95.193099,5548« Allen Genoa Road,
3171645.46003886,13806522.0423096,50,TCS-0050,Allen Genoa Rd @ Vista Rd & Avenue I,Traffic Control Signal,Active,1993/12/28 00:00:00+00,2,29.65866,-95.211033,810« Allen Genoa Road,
3097653.23761678,13785046.7535674,51,TCS-0051,Anderson Rd @ Hiram Clarke Rd,Traffic Control Signal,Active,2023/02/08 00:00:00+00,1,29.606017,-95.445957,15150 Hiram Clarke Road,
3083487.26594877,13891481.9740954,52,TCS-0052,Antoine Dr @ Breen Dr,Traffic Control Signal,Active,1994/03/15 00:00:00+00,1,29.899759,-95.480439,6014 Breen Drive,
3085561.75819086,13886821.4312512,53,TCS-0053,Antoine Dr @ Bridge Forest Dr,Traffic Control Signal,Active,2000/04/24 00:00:00+00,1,29.886777,-95.474338,8195 Antoine Drive,
3083523.7104297,13893577.558815,54,TCS-0054,Antoine Dr @ Chippewa Blvd,Traffic Control Signal,Active,2000/04/20 00:00:00+00,1,29.905516,-95.480125,9460 Antoine Drive,
3082863.22585827,13899852.4425907,55,TCS-0055,Antoine Dr @ Frick Rd,Traffic Control Signal,Active,2018/06/27 00:00:00+00,1,29.922818,-95.481613,3440« Frick Road,
3082896.55682836,13902314.6781518,56,TCS-0056,Antoine Dr @ Trail Valley Way & Wheat St,Traffic Control Signal,Active,1993/01/14 00:00:00+00,1,29.929583,-95.481274,3448« Wheat Street,
3082099.26150694,13907255.3729948,57,TCS-0057,Antoine Dr @ West Greens Rd,Traffic Control Signal,Active,2000/03/26 00:00:00+00,1,29.943229,-95.483321,4146 W Greens Rd,
3083682.77671261,13889262.7665916,58,TCS-0058,Antoine Dr @ West Mount Houston Rd,Traffic Control Signal,Active,1983/02/02 00:00:00+00,1,29.893643,-95.480033,8795« Antoine Dr,
3083603.6945217,13896405.7309802,59,TCS-0059,Antoine Dr @ West Rd,Traffic Control Signal,Active,2006/08/30 00:00:00+00,1,29.913283,-95.479604,6030« West Road,
3169500.63624452,13924871.9342183,60,TCS-0060,Atascocita Rd @ Atascocita Meadows Dr,Traffic Control Signal,Active,2010/09/14 00:00:00+00,3,29.984137,-95.205695,4520« Atascocita Road,
3181254.44738252,13929779.1074748,61,TCS-0061,Atascocita Rd @ Atascocita Trace Dr,Traffic Control Signal,Active,2015/06/29 00:00:00+00,3,29.99657,-95.16808,7237« Atascocita Road,
3162983.84120728,13921094.5506969,62,TCS-0062,Atascocita Rd @ Atascocita Way,Traffic Control Signal,Active,2003/01/08 00:00:00+00,3,29.974335,-95.226654,2930« Atascocita Road,
3161511.6292567,13920027.9238932,63,TCS-0063,Atascocita Rd @ Atascocita Bend Dr,Traffic Control Signal,Active,2018/10/04 00:00:00+00,3,29.971534,-95.23141,2607« Atascocita Road,
3175954.04131669,13927582.7181668,64,TCS-0064,Atascocita Rd @ Eagle Springs Pkwy,Traffic Control Signal,Active,2015/06/30 00:00:00+00,3,29.99101,-95.185042,5955« Atascocita Road,
3178117.8932882,13928494.9912766,65,TCS-0065,Atascocita Rd @ Kings Park Way,Traffic Control Signal,Active,2010/09/14 00:00:00+00,3,29.993323,-95.178116,6602« Atascocita Road,
3173590.06310503,13926588.0118228,66,TCS-0066,Atascocita Rd @ Timber Forest Dr,Traffic Control Signal,Active,1996/05/22 00:00:00+00,3,29.988488,-95.192608,5397« Atascocita Road,
3179395.73554878,13929021.8087925,67,TCS-0067,Atascocita Rd @ Town Center Blvd,Traffic Control Signal,Active,1994/01/31 00:00:00+00,3,29.994656,-95.174027,6901 Atascocita Road,
3156305.1554177,13916408.6529165,68,TCS-0068,Atascocita Rd @ Wilson Rd,Traffic Control Signal,Active,1989/11/16 00:00:00+00,3,29.962047,-95.248212,3103« Wilson Road,
3167394.59747761,13924010.8099563,69,TCS-0069,Atascocita Rd @ Woodland Hills Dr,Traffic Control Signal,Active,1997/01/15 00:00:00+00,3,29.981958,-95.212432,4102« Atascocita Road,
3160629.13200594,13919288.1645459,70,TCS-0070,Atascocita Rd @ Ygnacio Rd,Traffic Control Signal,Active,1994/07/14 00:00:00+00,3,29.969579,-95.234271,2307« Atascocita Road,
3077268.28166761,13910395.3053632,71,TCS-0071,Bammel North Houston Rd @ Bourgeois Rd & Kleinmeadows Dr,Traffic Control Signal,Active,2008/10/27 00:00:00+00,1,29.952258,-95.498271,13030« Bammel North Houston Road,
3077178.28512844,13912046.1737806,72,TCS-0072,Bammel North Houston Rd @ Champion Forest Dr & Kleinbrook Dr,Traffic Control Signal,Active,1992/08/21 00:00:00+00,1,29.956803,-95.498399,12299« Bammel North Houston Road,
3078292.38723095,13917935.2732228,73,TCS-0073,Bammel North Houston Rd @ De Forrest St & South Trace Dr,Traffic Control Signal,Active,1982/10/21 00:00:00+00,1,29.972898,-95.494325,13475 Bammel North Houston Road,
3079636.9363791,13900108.7599914,74,TCS-0074,Bammel North Houston Rd @ Fallbrook Dr,Traffic Control Signal,Active,2008/08/21 00:00:00+00,1,29.923789,-95.491769,10050« Bammel North Houston Rd,
3080605.55123977,13924991.2364731,75,TCS-0075,Bammel North Houston Rd @ Falling Creek Dr,Traffic Control Signal,Active,2001/02/13 00:00:00+00,1,29.992101,-95.486353,14500« Bammel North Houston Road,
3077304.72647661,13909538.1456602,76,TCS-0076,Bammel North Houston Rd @ Green Pines Ln,Traffic Control Signal,Active,1985/05/13 00:00:00+00,1,29.949899,-95.498237,11903« Bammel North Houston Road,
3077159.55911602,13914247.4580919,77,TCS-0077,Bammel North Houston Rd @ Misty Valley Dr,Traffic Control Signal,Active,1980/03/19 00:00:00+00,1,29.962855,-95.49825,12801 Bammel North Houston Road,
3077860.37070653,13903090.0939238,78,TCS-0078,Bammel North Houston Rd @ Old Bammel North Houston Rd,Traffic Control Signal,Active,1995/01/04 00:00:00+00,1,29.93213,-95.497093,10701« Bammel North Houston Road,
3079272.72254062,13901653.8802608,79,TCS-0079,Bammel North Houston Rd @ Silver Star Dr,Traffic Control Signal,Active,1995/01/04 00:00:00+00,1,29.928066,-95.492772,7001« Silver Star Drive,
3079589.83411111,13922039.5707885,80,TCS-0080,Bammel North Houston Rd @ Torrey Chase,Traffic Control Signal,Active,2001/02/13 00:00:00+00,1,29.984072,-95.48984,14218« Bammel North Houston Rd,
3081403.97516786,13925580.2628541,81,TCS-0081,Bammel North Houston Rd @ Walters Rd,Traffic Control Signal,Active,2018/07/20 00:00:00+00,1,29.993654,-95.483776,14500« Walters Road,
3077396.04551969,13908266.4205133,82,TCS-0082,Bammel North Houston Rd @ West Greens Rd,Traffic Control Signal,Active,1985/01/09 00:00:00+00,1,29.946396,-95.498069,11602« Bammel North Houston Road,
3077079.92738552,13913637.8553085,83,TCS-0083,Bammel North Houston Rd @ West Richey Rd,Traffic Control Signal,Active,1987/05/11 00:00:00+00,1,29.961186,-95.498559,12580« Bammel North Houston Road,
3101342.81586753,13935893.1270709,84,TCS-0084,Bammel Rd @ Imperial Valley Dr,Traffic Control Signal,Active,2007/11/07 00:00:00+00,1,30.020336,-95.419821,711« Bammel Road,
3232313.13036995,13813860.0693002,85,TCS-0085,Barbours Cut Blvd @ Broadway,Traffic Control Signal,Active,2010/02/16 00:00:00+00,2,29.673288,-95.019335,700« North Broadway Street,
3018467.37925653,13891504.8044304,86,TCS-0086,Barker Cypress Rd @ Berry Center Entrance,Traffic Control Signal,Active,2006/05/24 00:00:00+00,4,29.905045,-95.685565,8878« Barker Cypress Rd,
3019647.21055828,13875847.0545779,87,TCS-0087,Barker Cypress Rd @ Brenwood Dr,Traffic Control Signal,Active,2000/12/18 00:00:00+00,4,29.861913,-95.683244,6172 Barker Cypress Road,
3019382.13562912,13864640.2361124,88,TCS-0088,Barker Cypress Rd @ Clay Rd,Traffic Control Signal,Active,1983/05/31 00:00:00+00,4,29.831128,-95.685082,18102 Clay Road,
3022370.88654137,13915978.0766779,89,TCS-0089,Barker Cypress Rd @ Coles Crossing Dr,Traffic Control Signal,Active,2003/03/12 00:00:00+00,3,29.972011,-95.671051,13620« Barker Cypress Road,
3018231.1343222,13893834.7810696,90,TCS-0090,Barker Cypress Rd @ Cy-Fair College Entrance,Traffic Control Signal,Active,2003/05/29 00:00:00+00,3,29.911468,-95.686102,9188« Barker Cypress Road,
3020277.27294645,13905136.8181768,91,TCS-0091,Barker Cypress Rd @ Cypress North Houston Rd,Traffic Control Signal,Active,2008/12/04 00:00:00+00,3,29.942375,-95.678633,11455« Barker Cypress Rd,
3019552.85871287,13879251.3013784,92,TCS-0092,Barker Cypress Rd @ Dinner Creek Dr,Traffic Control Signal,Active,2003/05/23 00:00:00+00,4,29.871278,-95.683237,6495« Barker Cypress Rd,
3022236.06299211,13910955.5345577,93,TCS-0093,Barker Cypress Rd @ Dundee Rd,Traffic Control Signal,Active,2012/06/07 00:00:00+00,3,29.958216,-95.671928,12355« Barker Cypress Road,
3019529.91682962,13880093.5608487,94,TCS-0094,Barker Cypress Rd @ Fieldglen Dr,Traffic Control Signal,Active,1992/12/17 00:00:00+00,4,29.873595,-95.683234,6602« Barker Cypress Road,
3019266.06696361,13886243.305767,95,TCS-0095,Barker Cypress Rd @ Forest Heights Dr,Traffic Control Signal,Active,1999/04/22 00:00:00+00,4,29.89052,-95.683516,7790« Barker Cypress Road,
3018937.40161045,13860891.8869818,96,TCS-0096,Barker Cypress Rd @ Green Land Way,Traffic Control Signal,Active,2003/05/01 00:00:00+00,4,29.820859,-95.686819,3603« Barker Cypress Road,
3018970.53507435,13855636.1038582,97,TCS-0097,Barker Cypress Rd @ Groschke Rd & Estates at Cullen Park Blvd,Traffic Control Signal,Active,1994/02/02 00:00:00+00,4,29.806409,-95.687184,2501« Barker Cypress Road,
3019898.37180136,13924249.5079697,98,TCS-0098,Barker Cypress Rd @ Huffmeister Rd,Traffic Control Signal,Active,2011/06/02 00:00:00+00,3,29.99494,-95.678115,16732« Huffmeister Road,
3021636.12685603,13913514.2046372,99,TCS-0099,Barker Cypress Rd @ Jarvis Rd,Traffic Control Signal,Active,2002/10/07 00:00:00+00,3,29.965296,-95.673592,12950« Barker Cypress Road,
3019798.80080628,13871006.3742987,100,TCS-0100,Barker Cypress Rd @ Kieth Harrow Blvd,Traffic Control Signal,Active,1984/11/29 00:00:00+00,4,29.848595,-95.683199,18234 Kieth Harrow Boulevard,
3019045.81149861,13888521.3353317,101,TCS-0101,Barker Cypress Rd @ Longenbaugh Dr,Traffic Control Signal,Active,1999/10/12 00:00:00+00,4,29.896799,-95.684007,8200« Barker Cypress Road,
3018981.04850477,13857795.4748675,102,TCS-0102,Barker Cypress Rd @ Morton Rd & Groschke Rd,Traffic Control Signal,Active,1994/01/28 00:00:00+00,4,29.812344,-95.686958,3001« Barker Cypress Road,
3019927.95770019,13867616.2354097,103,TCS-0103,Barker Cypress Rd @ Oak Hampton Dr,Traffic Control Signal,Active,2003/05/28 00:00:00+00,4,29.839266,-95.683095,4602« Barker Cypress Road,
3020963.59440844,13906885.1132366,104,TCS-0104,Barker Cypress Rd @ Queenston Blvd,Traffic Control Signal,Active,2003/03/12 00:00:00+00,3,29.947127,-95.67631,11800« Barker Cypress Road,
3019149.64364003,13902132.9062056,105,TCS-0105,Barker Cypress Rd @ Riata Ranch Blvd,Traffic Control Signal,Active,2003/03/17 00:00:00+00,3,29.934206,-95.682461,10660« Barker Cypress Road,
3022143.47000144,13918247.580341,106,TCS-0106,Barker Cypress Rd @ Spring Cypress Rd,Traffic Control Signal,Active,2003/08/12 00:00:00+00,3,29.978267,-95.671565,16201« Spring Cypress Road,
3018090.05816078,13897034.3937649,107,TCS-0107,Barker Cypress Rd @ Tuckerton Rd,Traffic Control Signal,Active,2007/01/16 00:00:00+00,3,29.920274,-95.686261,9802« Barker Cypress Road,
3019615.33955903,13877082.3185116,108,TCS-0108,Barker Cypress Rd @ West Little York Rd,Traffic Control Signal,Active,2020/03/24 00:00:00+00,4,29.865311,-95.683234,6290 Barker Cypress Road,
3019324.44348727,13884442.3543164,109,TCS-0109,Barker Cypress Rd @ Westgate Park Dr,Traffic Control Signal,Active,2006/02/10 00:00:00+00,4,29.885565,-95.683493,7350« Barker Cypress Road,
3221585.1882432,13789830.5766768,110,TCS-0110,Bay Area Blvd @ Bayport Blvd,Traffic Control Signal,Active,1998/01/29 00:00:00+00,2,29.608242,-95.055651,10190« Bay Area Boulevard,
3223001.04302302,13790514.709823,111,TCS-0111,Bay Area Blvd @ Chemical Rd,Traffic Control Signal,Active,2007/12/01 00:00:00+00,2,29.609991,-95.051125,10461« Bay Area Boulevard,
3225120.52402027,13794239.5780294,112,TCS-0112,Bay Area Blvd @ Choate Rd,Traffic Control Signal,Active,2018/11/21 00:00:00+00,2,29.620032,-95.044062,11330 Bay Area Boulevard,
3209108.87428512,13784780.6238503,113,TCS-0113,Bay Area Blvd @ Park Shadows Trail,Traffic Control Signal,Active,2008/12/22 00:00:00+00,2,29.595513,-95.095424,12222« Park Shadows Trail,
3223803.81897652,13790881.2871739,114,TCS-0114,Bay Area Blvd @ Port Rd,Traffic Control Signal,Active,2015/11/02 00:00:00+00,2,29.610924,-95.048561,10700 Bay Area Boulevard,
3172713.42804727,13778867.9227492,115,TCS-0115,Beamer Rd @ Astoria Blvd,Traffic Control Signal,Active,1994/10/05 00:00:00+00,2,29.582553,-95.210493,13055« Beamer Road,
3176450.12234552,13775575.2311718,116,TCS-0116,Beamer Rd @ Dixie Farm Rd,Traffic Control Signal,Active,1982/08/05 00:00:00+00,2,29.573169,-95.199079,13955 Beamer Road,
3187939.41728027,13765269.362676,117,TCS-0117,Beamer Rd @ El Dorado Blvd,Traffic Control Signal,Active,2016/10/05 00:00:00+00,2,29.54381,-95.164016,16902« Beamer Road,
3167045.25565661,13783831.4321791,118,TCS-0118,Beamer Rd @ Hall Rd,Traffic Control Signal,Active,1983/12/19 00:00:00+00,2,29.5967,-95.227814,11701 Beamer Road,
3174478.26277219,13777321.8575999,119,TCS-0119,Beamer Rd @ South Fork Blvd,Traffic Control Signal,Active,1994/10/05 00:00:00+00,2,29.578146,-95.205101,13550« Beamer Road,
3190599.81681511,13762881.7355615,120,TCS-0120,Beamer Rd @ West Bay Area Blvd,Traffic Control Signal,Active,2016/10/05 00:00:00+00,2,29.537007,-95.1559,1950« West Bay Area Boulevard,
3039497.46121202,13813126.4411743,121,TCS-0121,Beechnut St @ Hemlock Hill Dr,Traffic Control Signal,Active,2003/07/14 00:00:00+00,4,29.687941,-95.626351,8506« Hemlock Hill Drive,
3027305.31597695,13817183.4373254,122,TCS-0122,Bellaire Blvd @ Addicks Clodine Rd,Traffic Control Signal,Active,1989/01/23 00:00:00+00,4,29.700055,-95.664371,15799« Bellaire Boulevard,
3040096.72805811,13818883.4683741,123,TCS-0123,Bellaire Blvd @ Eldridge Pkwy,Traffic Control Signal,Active,2017/06/22 00:00:00+00,4,29.703719,-95.623941,13601« Bellaire Boulevard,
3036755.43355961,13818948.6562359,124,TCS-0124,Bellaire Blvd @ Howell Sugarland Rd,Traffic Control Signal,Active,1995/12/12 00:00:00+00,4,29.704163,-95.634456,14102« Bellaire Boulevard,
3038976.58036403,13818895.1579833,125,TCS-0125,Bellaire Blvd @ Metro Blvd,Traffic Control Signal,Active,2007/04/02 00:00:00+00,4,29.70384,-95.627467,13802« Bellaire Boulevard,
3034987.9118322,13818910.188465,126,TCS-0126,Bellaire Blvd @ Tres Lagunas Dr,Traffic Control Signal,Active,1990/11/14 00:00:00+00,4,29.704197,-95.640025,14489« Bellaire Boulevard,
3031026.77539752,13817720.5084297,127,TCS-0127,Bellaire Blvd @ Winkelman Rd,Traffic Control Signal,Active,2017/06/08 00:00:00+00,4,29.701239,-95.652605,7002« Winkleman Road,
3044535.89568895,13810559.8167143,128,TCS-0128,Bissonnet Rd @ Beckford Dr,Traffic Control Signal,Active,1992/06/15 00:00:00+00,4,29.680485,-95.610723,9202« Beckford Drive,
3040522.21408378,13810671.7731833,129,TCS-0129,Bissonnet Rd @ Eldridge Pkwy,Traffic Control Signal,Active,1990/06/01 00:00:00+00,4,29.681112,-95.623348,13703« Bissonnet Road,
3037055.29516461,13810495.7794409,130,TCS-0130,Bissonnet Rd @ Howell Sugarland Rd,Traffic Control Signal,Active,2003/07/11 00:00:00+00,4,29.680903,-95.634278,14602« Bissonnet Road,
3164814.78373961,13779675.7839943,131,TCS-0131,Blackhawk Blvd @ Hughes Rd,Traffic Control Signal,Active,2016/07/20 00:00:00+00,2,29.585475,-95.23525,10104« Hughes Road,
3162244.09039019,13782201.9534827,132,TCS-0132,Blackhawk Blvd @ Kirkville Dr,Traffic Control Signal,Active,2005/09/08 00:00:00+00,2,29.592646,-95.243079,10410« Blackhawk Boulevard,
3161354.11808878,13783211.6712795,133,TCS-0133,Blackhawk Blvd @ Southbluff Blvd,Traffic Control Signal,Active,2002/08/26 00:00:00+00,2,29.5955,-95.245776,10127« Blackhawk Boulevard,
3047092.30757086,13946727.1362427,134,TCS-0134,Boudreaux Rd @ Hufsmith Kohrville Rd,Traffic Control Signal,Active,2006/09/06 00:00:00+00,3,30.054571,-95.590174,20003« Hufsmith Kohrville Road,
3073481.02775919,13890566.1704808,135,TCS-0135,Breen Rd @ Woodland Oaks Dr,Traffic Control Signal,Active,2018/02/12 00:00:00+00,1,29.898066,-95.512092,8033« Breen Drive,
3000269.99275111,13902671.9467942,136,TCS-0136,Bridgeland Creek Pkwy @ Creekside Bend Blvd,Traffic Control Signal,Active,2018/07/12 00:00:00+00,3,29.937147,-95.741997,19103« Bridgeland Creek Parkway,
